Genome	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34
MAG01219_bin.18	0	0	0	0	0	243	0	19654	99	0	181	0	0	4460	8214	0	0	9755	0	10429	0	0	988	399	0	0	7300	0	0	0	0	4782	62442	7277
MAG01219_bin.19	0	5526	0	0	97	3734	0	805	0	0	142	934	0	335	0	0	0	337	0	5680	12448	0	2851	0	0	6988	0	0	0	268	0	775	57290	497
MAG01219_bin.25	106407	45439	20163	1723	5220	10162	16519	27586	3846	0	0	0	0	13310	1862	0	1951	4939	1715	4655	7072	2602	0	956	4764	1461	4683	17343	3904	4294	3966	4782	142183	4088
MAG01219_bin.26	9425	25606	0	713	0	0	8458	1210	17560	0	39497	0	26910	0	3890	3122	3931	1164	0	16600	692	1392	5015	15818	1424	10111	6529	971	1317	0	0	41485	107014	5749
MAG01219_bin.30	175221	214590	71962	57646	0	70537	162418	48309	140527	1930	161740	0	0	28839	110392	134355	13700	34858	0	103778	44805	34700	84233	1638	1129	256113	97984	57882	187	23628	8367	121566	540602	18204
MAG01219_bin.31	0	844	0	3531	202661	4193	279997	0	65223	1119	0	0	192	969	0	0	25670	0	9969	16527	1874	24124	0	25826	0	1788	0	0	190454	217799	441724	159609	782650	472
MAG01219_bin.33	12125	18802	2616	0	1907	3232	10301	5885	2786	1182	2621	0	3305	1745	2925	1975	1696	3104	0	2554	4561	2762	3211	1664	3792	0	3315	4381	9075	0	3102	3041	113698	4114
MAG01219_bin.35	0	370235	5650	13296	67255	32493	40328	9265	7777	35288	34430	13739	122183	19151	8134	12044	24947	8793	283	145780	17077	17753	7115	22738	9888	0	25891	11380	201981	24212	72801	111745	123794	24492
MAG01219_bin.36	2767	244909	1263	19961	50269	19798	167685	2772	51172	22205	59031	0	120977	0	2079	0	5305	2786	0	229598	25165	7680	1733	111399	12784	20574	101685	6933	28993	39925	68667	196672	330157	10116
MAG01219_bin.37	70411	153993	74518	59323	20732	81350	91542	97190	198512	10053	120983	0	0	36287	118355	10440	9578	81475	197	165195	69027	141407	59895	14696	0	185141	353370	130153	0	27138	97118	129819	1282247	53508
MAG01219_bin.4	5291	24163	2023	12068	12153	16585	104480	2325	43046	0	20824	0	10437	0	3909	2840	0	4686	680	63712	9897	0	3628	9210	1862	16134	34655	2534	15502	5002	4610	93148	112443	16792
MAG01219_bin.9	44304	55039	29388	20656	53258	25925	54224	7743	14081	12666	41069	0	38383	0	12098	0	14407	7654	0	10946	45144	35929	17361	21534	32886	82440	16708	0	25701	39183	35008	48556	173903	42198
MAG01220_bin.11	16912	384977	3540	117115	22862	14604	262308	11298	10621	18112	282504	14939	14210	17555	26430	7713	87286	7471	0	416447	12690	26546	10041	380663	230944	3500	228587	11164	131055	84108	361155	539321	187066	5020
MAG01220_bin.13	5311	417525	0	39624	10529	22682	178122	10788	130946	4200	82987	0	24172	6611	17611	1622	8890	1140	0	433759	25756	18479	0	174005	27907	0	132749	10450	63361	25427	67270	287889	42342	12623
MAG01220_bin.14	0	1392	6909	0	441	0	0	23487	0	237	0	0	0	5294	10277	0	0	11291	0	76838	0	326	5440	0	0	83	9633	0	187	0	245	24851	19353	8893
MAG01220_bin.15	5716	201390	132923	329997	1735	218066	555895	23962	26394	154182	365905	0	28210	102496	181765	1373	58612	32506	0	1501447	850202	253220	169452	45447	36410	4242	56260	307319	11965	313356	449057	165556	260874	794526
MAG01220_bin.22	1895	63403	1904	10932	18406	8861	78062	2090	17457	6082	43469	0	36224	3911	5776	10117	5607	2773	0	151674	12568	0	1839	40281	0	4196	40394	4942	21966	13922	25231	83443	51837	25940
MAG01220_bin.2	3682	518983	41997	628862	1181	135280	4103	88932	179841	0	4671	0	0	963	61988	0	918	308558	0	217663	0	4138	2220	295	1769	2628	13725	33244	0	4520	1907	188812	496261	92221
MAG01220_bin.3	13313	60275	6581	95672	17720	41275	98498	5181	31497	15286	49440	2842	41248	6875	11009	11931	15310	3869	1691	171886	25108	8604	4698	40707	9553	16995	59710	11968	38083	11646	18946	80809	24409	57155
MAG01221_bin.11	90212	602072	44949	44124	68325	38026	98710	17646	23522	27236	63738	0	77236	16661	24131	3849	18141	19230	1133	23695	85981	57900	32074	36658	54214	157003	33220	10331	31279	67182	44517	76895	87468	74517
MAG01221_bin.17	2490	803091	1613	4685	0	9376	402696	0	0	11302	82009	1709	130217	4825	2649	4173	3746	3826	0	71370	1593	3630	2750	1808	1904	691	196787	4544	15148	0	15182	4610	6391	2682
MAG01221_bin.22	2140	243324	0	112718	47072	0	51206	0	3171	123767	85977	0	91819	0	61	0	384	0	2949	0	18042	0	95	1638	484	0	0	2043	153197	52431	43532	1015	12428	550
MAG01221_bin.25	36277	798135	23412	52680	9459	46452	202712	5504	35026	23650	121794	0	44007	8206	27819	19503	2163	11165	4473	127925	168437	13432	41039	49092	140742	85046	143880	112774	26988	41347	29401	22583	14685	109645
MAG01221_bin.32	106658	1525006	469252	79436	1785	90706	110183	119614	348879	75437	142083	0	1701	86101	334745	60338	45069	203395	0	68531	52139	101520	68038	2326	3341	794296	199226	43897	0	140228	8198	99660	117696	10774
MAG01221_bin.34	984	142347	1434	3380	4907	0	96236	2974	0	14287	19914	0	53940	0	115	0	1041	3141	0	16549	3617	0	937	2563	4363	0	29351	0	11858	12574	12269	16901	3342	54
MAG01221_bin.35	57673	58878	21147	4635	2504	5823	9661	15967	0	1237	0	0	0	11411	4014	0	0	3026	963	2814	0	3386	5947	0	1122	0	2534	10514	0	2412	2213	2726	34772	1373
MAG01221_bin.37	7621	172707	0	3789	13075	0	4031	67863	1667	0	7395	188	1193	1127	0	0	0	1029	0	0	2531	0	23681	1290	0	162	903	16156	3034	10317	9841	0	7149	436
MAG01221_bin.4	0	46809	0	397	0	0	1580	0	190	0	0	133	0	409	0	1520	0	13	0	0	551	0	0	417	0	279	1813	0	232	0	145	0	983	559
MAG01221_bin.9	0	1041903	86197	275543	1142	298056	345996	30120	21758	84105	168420	0	0	59824	118045	1005	22649	59962	0	88346	537741	131511	107178	24606	0	0	25106	175995	0	793807	235525	99523	205062	429200
MAG01222_bin.12	0	10204	0	9707	0	11612	42276	0	87869	0	33059	0	11885	0	601	197	0	383	0	110138	5652	3018	0	10914	0	4491	76348	0	0	1712	1529	33808	13489	5527
MAG01222_bin.14	55921	44613	20590	15855	28192	15315	35411	0	11362	9303	39425	0	38853	5028	9688	0	7762	5484	0	6451	41075	25408	12682	18312	25788	62057	59532	0	12678	45234	16931	36265	34658	46325
MAG01222_bin.18	77579	233062	63489	251980	86319	78960	215662	104498	102371	12901	70412	98	33730	82095	140270	6243	77565	26953	0	180124	69378	70552	160471	28733	22888	86519	262092	60421	7182	36631	107717	56237	223184	193104
MAG01222_bin.20	297	0	270	0	325	295	0	0	85	0	651	6492	196	0	184	0	0	146	0	0	0	178	0	98	0	204	95028	280	0	231	0	358	0	274
MAG01222_bin.21	14559	282401	161891	387493	6320	203779	693469	43120	19605	187086	368525	0	8333	114867	202474	3921	52374	47775	0	192482	982291	283703	203587	55635	10514	15876	720897	331355	2701	389562	462127	184931	309419	880357
MAG01222_bin.25	29512	5505	22160	1701	5672	2671	0	7716	0	0	0	0	0	3963	2084	0	0	1528	0	2016	3628	2570	2422	0	716	4783	190568	3999	0	5213	56708	6781	0	4005
MAG01222_bin.3	69458	189696	36731	56141	15166	36489	164600	11021	78832	22227	98730	0	87129	13457	34760	16035	6211	28821	0	130750	136043	25335	45648	68548	177310	104004	472469	111565	32521	36748	37562	32992	16329	105652
MAG01222_bin.6	0	0	0	0	0	50928	21648	0	0	0	0	0	0	0	0	0	0	0	0	439657	0	0	0	10	0	0	352483	0	0	0	0	317344	216943	0
MAG01222_bin.7	1184	108284	6842	6072	12293	0	48204	4461	0	7562	12945	13785	46080	0	1293	0	762	9492	0	7693	4133	0	688	2903	923	10612	211877	8936	16375	12141	4200	9103	6697	3243
MAG01222_bin.8	0	786687	0	238	56660	34743	401913	10114	0	112542	9923	1212	344108	0	460	182	1003	0	811	0	11208	0	265	0	8208	197	776954	55445	148432	1790	196584	130460	0	474
MAG01222_bin.9	419892	223305	209591	261921	62349	91010	179612	57997	423551	44508	277112	0	501378	48952	109906	30758	55900	176460	7012	288301	202666	122794	215270	239053	361607	285171	1163756	304498	88718	84889	122477	152883	63036	330512
MAG01223_bin.11	0	0	0	0	7411	0	398	0	0	0	59	0	514739	0	0	0	20878	0	0	0	0	0	0	0	0	0	0	984	0	885	0	206	0	0
MAG01223_bin.12	1641	6794	0	23918	61664	1952	3125	7771	1408	1939	0	0	1193049	4142	1717	0	0	5219	0	9106	335533	0	93492	75896	0	1174	516609	0	1282	90697	0	1000	9088	350
MAG01223_bin.13	0	0	0	0	0	0	0	181	0	21	1766	0	120124	0	0	0	0	698	0	0	0	0	0	0	199	0	0	0	0	0	0	39	0	1
MAG01223_bin.14	0	1326	0	581	0	366	0	0	178	0	521	0	106267	0	175	0	0	679	0	384	0	235	0	259	196	194	1011	1380	0	455	0	734	0	1538
MAG01223_bin.15	0	1129	0	94	959	0	1010	1181	1027	0	1770	0	87620	280	1308	0	0	0	0	80	0	0	1493	0	0	0	0	8082	6325	191	4807	884	0	62
MAG01223_bin.16	1739097	9543	4854	33057	0	54048	11600	402652	4282	1959	4132	0	271561	25160	4270	0	8380	2866	0	0	10136	1872	79322	0	3690	12493	22089	11474	0	51730	3433	4738	1103	5178
MAG01223_bin.18	3224	159133	0	20728	621123	28861	47188	11505	2831	368254	14459	4678	551670	6394	3646	5325	10907	5868	0	57305	72891	0	6409	92956	12516	3979	303932	13592	86141	26264	6717	131727	532744	271856
MAG01223_bin.19	0	9977	0	166	0	0	1801	0	162	4494	0	0	133115	0	0	0	0	276	0	1061	0	0	1692	0	45	8017	0	0	0	5540	0	580	0	13596
MAG01223_bin.20	0	30	0	54	0	198	0	51	0	0	0	0	742839	0	0	0	0	0	0	0	0	11	0	0	0	7	0	282	0	79	0	15	0	8
MAG01223_bin.21	599	1518	956	0	844	3309	9358	0	0	6816	12261	0	104126	292	0	435	0	760	0	0	0	138	0	259	0	275	2443	3481	3300	0	4706	0	0	736
MAG01223_bin.22	930184	153412	585328	36700	114603	38766	118961	75702	34022	43846	136207	0	768605	45532	431224	0	249014	87174	2050	155783	279600	34293	63912	315566	487	452388	246352	321763	0	389608	371430	345420	468129	386973
MAG01223_bin.24	3182	7992	1909	62964	138867	9520	7462	2152	3998	36516	6314	8677	482076	2615	3643	0	6672	2715	0	9634	2044	3679	1893	3270	7262	4648	0	6225	129661	5261	5453	9110	0	116062
MAG01223_bin.25	87783	96107	35268	24335	67312	30552	81061	20147	14607	17221	59780	0	485049	19036	17103	0	13389	12439	0	17365	77277	49648	33155	32022	41779	134571	28028	7779	28664	54941	33452	56920	73149	83048
MAG01223_bin.26	14874	28769	8915	31327	16939	40025	47126	11361	0	3852	17370	0	248675	6796	4675	598	14063	10296	0	24699	11358	20146	3280	26873	8641	3776	11728	29514	10874	19379	10390	19976	15565	15182
MAG01223_bin.27	0	3010	5971	7363	503098	40080	0	1104	3303	105006	6224	0	706418	0	1835	0	195735	1730	0	5600	0	468253	2201	230674	634828	0	601	0	237270	203668	273222	555933	43829	370
MAG01223_bin.2	0	2607	0	5525	1203	0	1947	0	679	7472	1224	0	249537	0	332	1270	489	0	893	1878	693	0	474	892	0	0	1208	0	1773	23821	1315	3160	0	30974
MAG01223_bin.31	0	0	0	0	1528	0	0	20262	0	738	0	326	115859	0	35	0	0	0	0	0	156	0	0	0	0	0	0	187	33726	0	32972	0	0	397
MAG01223_bin.32	3773	22536	0	30622	84747	12610	39461	1126	37104	4192	21148	6840	281362	1221	0	19999	18996	4392	0	44896	19780	9020	0	30316	18564	1791	29024	0	114142	50082	56779	63704	21658	137169
MAG01223_bin.36	0	221	0	75	0	0	0	188	0	29	0	85	72597	0	44	0	0	66	0	0	311	0	286	969	0	87	0	0	0	96	0	223	0	214
MAG01223_bin.37	0	0	0	381	1411	0	0	0	0	0	0	0	183633	0	0	0	4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAG01223_bin.38	0	100937	11133	9067	11826	5668	46224	12500	1574	10516	12120	27679	521844	0	1351	0	1759	14132	0	0	4701	1204	0	0	995	15627	40948	14829	15410	12532	5283	8568	6984	1857
MAG01223_bin.39	355986	19929	31184	17630	17147	9203	12257	70097	19697	0	34116	0	1020194	11988	47116	9247	4696	26615	0	12380	5330	14358	96836	2290	1232	88469	40683	473314	1222	15095	37101	21948	17421	137106
MAG01223_bin.42	952	0	4212	2353	48953	4154	0	4026	21057	897	1885	0	182060	1370	3633	1826	1263	0	0	0	994	1775	5126	1284	11048	1694	13958	0	16230	13786	0	2774	0	2625
MAG01223_bin.43	1102	1668	1054	89859	495635	13263	395954	1010	17065	56255	1519	0	1073741	0	411	0	684	0	0	42858	2793	0	331	98144	0	240	0	1711	393554	187797	173640	88853	114381	117
MAG01223_bin.45	3735	31747	3938	6905	9554	2622	34403	9773	0	25566	37093	0	1208295	0	1226	1130	0	8002	0	28473	5840	0	2464	4738	8134	1892	49570	11247	22691	25106	21607	33203	5801	2321
MAG01223_bin.4	451519	24166	17661	28658	10172	16865	35348	37035	7932	7083	17042	0	520363	15854	30272	0	4505	11908	0	16925	57429	13763	36269	8467	0	9137	7342	51345	3182	55555	35585	16043	18246	41925
MAG01223_bin.6	30591	50824	1013	23603	34279	6864	16272	1353	8256	16853	24740	0	81286	13396	0	0	1840	2184	0	16040	26776	0	0	0	20379	0	31851	22863	49006	39733	47782	15925	10034	71469
MAG01223_bin.7	116293	436037	59319	92034	34796	83583	382451	23075	70041	55696	166806	0	681942	31744	100225	38638	0	43839	8429	701324	354354	29974	130105	350322	226884	179508	269729	240910	134652	106685	94729	52782	33716	1366788
MAG01223_bin.9	266839	96023	38162	40760	21355	21757	72446	42299	25585	10957	28703	13690	404062	24359	39015	10362	11114	28859	0	48492	165002	19639	52600	18026	23436	98666	50428	1438983	10147	52441	55053	24746	24225	67770
MAG01224_bin.10	256080	326170	95784	94259	0	115186	246970	67897	214703	4615	240780	0	0	48009	130041	150434	21326	61750	0	183054	70994	69473	112873	3190	0	407888	169613	80303	1005	34041	19902	875371	129332	23598
MAG01224_bin.17	2582	0	303	14188	1001	0	280	2440	20807	2123	0	0	0	2043	3327	1043	3401	11651	0	0	0	256	3951	0	0	0	0	0	0	0	1041	142053	0	53
MAG01224_bin.18	24854	0	3386	9369	0	0	415	0	13135	0	8385	0	0	0	8014	0	92	0	0	0	0	3608	1317	0	905	393	692	4271	5663	0	10562	846820	16415	0
MAG01224_bin.25	17177	0	11201	2115	3993	0	4498	4462	1531	2103	0	0	0	2401	0	0	4316	0	0	0	24437	22971	0	8148	0	2573	3417	0	6853	4509	7143	129107	5857	2541
MAG01224_bin.31	181	5645	0	933	0	0	6787	1108	1161	6174	8709	0	26033	0	0	0	0	627	0	0	1344	97	0	1152	0	0	12362	1091	0	4746	4697	47784	1225	609
MAG01224_bin.3	901	4808	496	0	55662	19795	0	1365	0	0	0	5934	0	2678	0	173	13542	906	0	2034	0	601	0	422	0	329	3687	0	3373	16769	74839	377688	12125	1298
MAG01224_bin.41	44581	122409	32671	73246	20193	28932	95899	187941	42751	12766	38969	0	38913	21009	43636	9813	20114	67635	1507	78235	71466	32849	65095	25412	55602	54151	67465	63412	15116	71556	191457	166816	52055	88364
MAG01224_bin.42	2708	127982	3271	4766	1601077	31823	34929	0	1466	54146	48269	11716	2693824	113422	2999	0	47557	0	0	41519	255551	18359	4660	35120	0	1172	65973	6719	4250335	6797	6044	1501304	127106	228306
MAG01224_bin.46	2726	2412	0	0	314493	1201	404186	1094	91610	0	88633	0	204062	5790	0	149	1344	2311	0	26935	4864	7370	2611	593	0	553	2974	3642	52713	0	311444	475280	373829	73600
MAG01224_bin.48	19847	50430	0	0	0	9106	16988	0	35523	952	81726	0	57451	1425	7961	0	8269	2294	0	38785	975	2450	10369	30373	1968	22600	13559	2314	0	699	5170	633792	67938	11587
MAG01224_bin.5	104791	335075	55787	114810	17828	68106	318512	22455	87685	43741	164433	0	107080	22947	76751	30190	14364	45190	0	230515	266225	48482	95066	101552	248474	193585	235112	198809	48037	68180	65351	208501	33853	194803
MAG01225_bin.11	0	782730	2604	510623	1781	11538	92693	592	294511	10995	373565	0	0	50549	0	0	25268	1786	2749	365063	1006117	260104	0	1381	202843	0	14901	3737	11955	94641	347993	514664	1617611	1
MAG01225_bin.13	5106	10961	8779	9183	0	204785	14463	188585	8080	4009	7825	0	0	3047	8023	1921	0	5503	0	0	955969	4765	10640	0	3061	12774	8894	0	1801	0	7296	0	248727	6942
MAG01225_bin.14	0	15	0	91	0	0	354	0	0	0	0	0	0	0	68648	0	0	347	0	97	509592	0	0	0	0	0	0	0	0	0	0	0	0	252
MAG01225_bin.20	48382	62701	24857	21020	36045	18337	62182	6685	11318	12631	40696	0	55690	0	10484	0	7980	0	0	10848	141531	31633	17411	26980	31650	77515	21212	0	18057	44124	21677	50521	40181	81222
MAG01225_bin.23	431307	160932	223118	228317	52569	53922	82021	61837	414816	37711	232923	0	514623	46856	107261	20738	46617	191284	5002	225915	434396	112479	203463	224621	352005	264263	139358	274742	79949	81923	112794	149907	51530	318262
MAG01225_bin.24	29163	234487	24503	71042	11874	76334	219752	6641	52338	27620	110268	0	68366	12825	36636	18803	10541	13967	0	156206	677613	27938	47768	62430	171173	98092	169918	120620	54615	61070	51271	33848	25336	139813
MAG01225_bin.3	5655	75360	4680	8509	11911	29071	142462	11351	7305	45315	5284	30209	42108	34345	7023	21733	53038	14996	0	11195	1706509	34307	12711	421795	70489	3846	304224	14840	33012	17519	40254	199446	130870	20077
MAG01225_bin.5	0	368	0	45233	25539	1229	0	0	0	26	3601	9910	2303	0	0	10	126499	930	0	12	1684708	0	15	0	791	0	180	0	34	18891	17437	0	94	15
MAG01225_bin.8	12788	8747	1665	1590	14876	2922	29712	2122	13204	2142	4681	11882	5869	896	4821	0	964	1794	0	1959	224149	0	923	5474	3862	1034	10665	2333	26422	4638	3772	18007	0	55355
MAG01226_bin.5	5709	8705	0	169	0	9854	0	5454	323331	397	3123	0	0	0	19647	22764	50080	13611	0	2611	0	0	21820	11984	8814	20905	2527	0	101	0	3697	0	0	9883
MAG01226_bin.8	0	25487	0	180869	21806	83694	26016	0	1324343	158910	34352	28958	77486	7895	11068	36944	19229	9099	2890	68533	16511	35558	10482	0	43142	5831	96443	20782	54592	33537	38271	139354	8259	368209
MAG01228_bin.10	12356	42740	9981	50146	101340	29007	95597	2887	53933	10939	10766	0	9774	3270	0	0	41877	5216	0	37243	16191	62171	30581	118549	48486	17266	16826	2534	75760	78713	130925	203896	61280	17344
MAG01228_bin.11	5994	16101	684	13766	1125	17685	61002	0	122350	0	49388	0	16829	0	3461	1734	0	4933	899	169517	8312	4403	0	124538	915	11982	19781	0	8493	2390	2318	55683	19612	8868
MAG01228_bin.16	6227	8569	3101	671335	237893	19920	1247177	0	130975	1757	473770	0	2618	1716	0	0	2766	2802	16198	324081	79495	4960	5773	1017885	680358	6527	5200	2553	390070	60043	3244	1095468	589964	2540
MAG01228_bin.17	0	32753	0	6193	0	1805	9771	0	343413	0	248674	3970	6411	0	1484	0	4097	1117	0	0	1944	2500	985	664612	0	990	3382	0	3864	1500	1213	2683	226967	142
MAG01228_bin.20	12486	256239	157568	330726	0	197830	586318	56050	0	159116	332760	0	10088	115449	164569	18420	47459	298479	0	165086	1101801	245773	264034	864165	8078	8788	51477	352371	3883	376187	466283	222451	317540	832917
MAG01228_bin.21	49469	63897	24115	25935	46074	22767	53100	7324	15309	13632	40058	0	56296	7470	10427	0	15746	7761	0	12236	62812	46446	19065	124507	39529	77897	21778	0	26589	52102	30018	86859	46219	67125
MAG01228_bin.5	50142	3754	42567	225760	100028	7283	18649	0	407	9639	0	0	5988	34909	192722	0	7716	24956	3758	43317	308169	64221	17706	129893	164644	46115	13527	0	26009	7184	23093	26717	290239	165
MAG01228_bin.6	93799	248149	135242	63308	22523	83004	107831	173587	225904	12865	143163	0	2706	72567	149568	7727	11166	151628	0	176650	78515	153100	504503	296486	5993	218128	381359	246967	0	39505	117677	135366	208074	124216
MAG01228_bin.7	959	0	2326	0	46985	0	7262	1020	0	104576	0	0	189696	1718	0	17	0	2105	0	0	141348	1119	4009	240864	0	6394	95	0	163	0	0	518	0	268
MAG01228_bin.8	16518	30526	9122	41865	85499	15387	59637	1906	52668	6400	9215	0	19770	2161	4857	0	41420	2959	0	17646	18800	29432	33265	110045	40439	18237	15119	1484	67047	86970	61514	216761	32028	24658
MAG01229_bin.12	13877	1947	8678	0	34652	0	2475	3646	0	289	0	0	0	1724	10168	0	0	973	0	943	2142	1667	1018	0	207	0	3040	1732	2980	29863	2739	3941	2517	120091
MAG01229_bin.13	105416	14874	26144	26228	32963	23751	10615	13512	6302	24777	8757	0	0	33683	27400	0	13849	107067	1688	0	105768	21732	28100	4759	85693	7718	13988	181	3221	29498	18585	21374	42333	342420
MAG01229_bin.19	175498	196838	91936	98452	26884	53237	170430	25741	193279	30694	156998	0	352744	22504	58552	21192	20679	69945	0	348150	172867	51037	93678	218960	269676	153966	143021	173419	82861	143958	64712	66632	30788	1355361
MAG01229_bin.23	0	115809	0	2261	3426	2702	99978	42032	1692	7632	6839	382	120985	1529	3682	189	0	22212	0	9613	13772	1608	2729	4726	9164	1122	84633	38227	78371	13687	29792	10923	10916	670417
MAG01229_bin.2	5304	28690	4658	40951	112000	19449	71384	0	48735	5121	26928	6696	110081	0	9023	36878	29610	0	1496	55454	21434	13477	1342	35862	23490	2260	37504	4217	235745	65486	79685	82316	26083	884066
MAG01229_bin.30	2562	49774	0	4926	10347	9344	161876	3979	4005	4692	103741	32589	24810	2053	1472	5302	6384	3769	0	117470	0	3807	3550	36053	0	3965	9755	0	10416	0	2937	128886	33098	631201
MAG01229_bin.33	32698	251947	29940	455863	73395	117605	162450	35057	163522	43648	285688	4903	64580	35645	35561	12129	71075	16066	9864	174428	93304	27656	27141	148190	37807	112374	157203	67614	43652	48000	32160	194637	105064	682622
MAG01229_bin.3	7953	20047	10914	8720	11887	6252	37968	9564	0	5413	3031	0	22023	7464	0	5641	2703	15170	0	9953	5153	2018	9992	1373	5312	11903	10994	17429	25720	4772	10424	17101	0	119698
MAG01229_bin.4	7805	296151	25432	300922	3514	241097	2174	129605	93989	0	4180	0	0	2012	131502	2194	1026	511847	0	31056	4803	0	2819	489	1272	0	22450	52052	2026	10401	2443	363287	329473	968126
MAG01229_bin.6	15203	71887	1830	35462	20244	5592	72481	903	17040	0	42621	0	0	970	2986	5327	0	2834	1072	77518	8285	1003	6511	22992	0	8132	52075	1743	20206	20058	16638	190016	94400	104493
MAG01229_bin.7	27974	53434	19431	40049	90044	45013	41622	58785	3639	81807	20206	5659	70509	30423	15856	7491	22446	48255	2953	19086	32437	29266	18426	15912	54438	11906	54897	41839	252528	251350	107565	69443	16644	1545138
MAG01229_bin.8	109202	310968	166356	83857	29296	98861	138057	197655	246844	18038	163725	0	13281	102210	195942	9801	17043	186233	0	206162	92936	177309	163695	40131	12616	245919	414576	323507	1541	42940	137627	154132	230057	1745428
MAG01230_bin.10	0	19904	1528	22152	0	24830	86454	1084	188184	594	425142	0	23773	1313	0	2908	6309	7691	1304	230706	11010	5815	5334	30481	0	16060	29094	0	12147	2906	2830	75133	34152	10486
MAG01230_bin.17	3886	179892	245065	291352	7882	33095	43316	22241	76477	0	339225	0	0	37150	20743	0	19012	24243	1563	1552	2610	22575	16678	3020	246005	84983	2718	0	18135	12210	4026	6309	11559	511
MAG01230_bin.3	7871	22014	25885	1392	3721	0	0	12537	0	4416	72716	0	0	11215	107334	0	7051	0	304	0	688	22325	0	11650	1877	586	20964	0	587	17923	0	14697	0	51
MAG01230_bin.5	91174	92021	35321	27764	59062	30902	70540	13809	14028	15748	202936	0	60136	13828	16841	0	13931	14115	0	14963	68385	49477	28508	29806	43285	138385	37553	399	27110	82425	31283	58716	63503	66858
MAG01230_bin.8	43820	133471	113913	87941	0	100654	153146	18545	157127	26050	789133	0	5000	90643	343835	22041	12787	79955	0	71939	10960	104376	250614	2716	1934	554182	42106	29514	0	75099	333852	152846	133602	8498
MAG01231_bin.14	1011	511641	898	1732	6104	25340	2210543	5121	949	199187	307264	3473	6643	6818	1203	3063	48543	7519	0	49011	0	4816	12075	0	2184	0	229973	81188	10351	4550	49993	3362	27358	181224
MAG01231_bin.24	0	0	0	0	0	0	819973	0	652292	0	35372	0	0	0	0	0	0	0	0	43334	848054	0	0	0	0	2	0	0	0	0	0	441693	469393	0
MAG01231_bin.27	63705	76223	38247	30885	64185	35591	505946	11172	18148	17402	53520	0	55730	10855	16724	586	23350	12653	491	25450	100320	51155	33819	32801	51417	103554	24441	0	30748	55111	63349	76763	81428	116390
MAG01231_bin.28	18034	32492	0	13961	21060	4005	187419	1694	4947	11584	15259	0	17409	7734	1144	0	0	2706	193	10270	7512	3412	0	4308	12539	0	19828	14015	30810	23142	29301	10007	6104	44651
MAG01231_bin.2	2870	104573	8468	6063	11317	1803	227747	5644	1766	0	14112	11668	44604	3769	2991	9933	1063	14256	0	3656	3142	0	0	2095	0	12406	44652	11690	16046	12368	3370	8227	0	1492
MAG01231_bin.34	10816	266647	55317	297105	3658	62386	1690000	113478	139576	55233	226099	0	1434	40167	253153	2792	27002	24824	0	527362	421666	19157	79426	37026	8121	274296	242372	6194	6852	93751	76461	14049	282976	645971
MAG01231_bin.36	0	6405	0	308	13366	1225	53984	0	509	3029	1972	0	10131	0	319	0	600	0	148	1612	6315	0	468	897	0	287	0	992	9310	912	0	6357	6912	642
MAG01231_bin.46	0	0	0	0	0	0	32849	0	12	0	0	0	0	0	0	0	10861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MAG01231_bin.48	50871	136406	55301	53004	16949	58417	360873	78735	162336	10648	107463	0	2383	38188	99879	8013	12776	67895	0	151308	65874	149431	47762	12064	2143	140381	307202	122847	0	30681	89836	103881	130568	43984
MAG01231_bin.6	14646	30231	0	1417	39404	5484	178377	0	941	6031	6627	0	1526	0	1263	384	77550	882	0	0	45935	23511	0	366	69061	2824	383	0	9542	32432	36003	0	104000	736
MAG01231_bin.9	19496	269351	23604	85690	14159	59047	852156	13254	60643	33644	115837	0	48864	11515	47033	17891	0	12826	5527	148885	205530	26168	52042	58235	159921	104186	173520	117871	43633	52731	51154	34157	27864	150810
MAG01276_bin.11	0	22036	0	83472	13391	19887	37501	2669	44157	14041	22333	0	2351	8250	72557	92	23061	3656	196	13762	29595	26906	1854	15536	220660	1494	21310	5792	29388	15576	69718	30539	34006	166931
MAG01276_bin.14	371274	133169	181478	304498	56777	64594	49296	66600	392025	75298	198197	0	496714	44646	87083	24379	51772	166549	3971	202235	125248	110693	170595	193492	2326274	270281	114996	218944	68850	89253	99119	126821	78809	322627
MAG01276_bin.2	27764	9022	2002	32311	7031	7417	5828	0	7582	0	12102	0	924	11083	8695	0	5924	1808	2532	9602	5841	66606	0	4684	208642	290	4816	8647	3582	34745	11887	47217	14734	15190
MAG01276_bin.3	3323	61963	2242	8838	0	93109	4115	6416	2811	51588	1491	0	1282	1307	0	0	35673	1544	0	1220	0	234481	6244	471480	1487884	0	0	0	1800	1620779	2901	2834	3212	2227
MAG01276_bin.4	2133	2320	2722	278468	0	3737	0	0	2452	9003	0	0	1129	0	233	0	0	0	1009	0	1092	0	2291	0	336678	0	394	0	5224	5799	6705	22308	10232	928
