Genome	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34
MAG01832_bin.163	0	88750	0	1522	1985	0	31870	0	19280	0	10267	0	47853	391	0	1594	496	0	0	13810	9213	0	451	4860	0	496	29877	0	144250	489	51505	0	7295	498
MAG01832_bin.164	0	56759	1260	8419	8253	2016	26492	0	25996	1850	18190	0	21585	198	3873	0	0	1731	0	24025	2659	2243	0	5100	2903	1300	27441	0	15772	0	8197	0	5905	127
MAG01832_bin.165	0	15211	6325	6704	20075	3716	11958	1706	28730	13907	161395	0	27138	1507	0	7789	1798	0	195	7601	1527	1988	0	12316	0	457	0	1534	2420	3006	0	60570	1722	583
MAG01832_bin.166	0	138	0	0	115	2726	0	1798	0	0	112	0	0	0	0	14	944	1544	0	93	0	0	307	1515	91	93	0	0	2219	0	1523	55824	32281	68
MAG01832_bin.167	0	38068	0	512	0	1583	387	0	86559	2702	143490	0	61875	590	0	1273	62827	0	0	8381	0	3897	0	20836	10795	482	22272	0	22436	20712	10570	140553	54997	4058
MAG01832_bin.169	0	68445	0	0	5494	24491	9172	496	35270	0	59514	0	14991	0	136	38818	7364	0	1134	4699	3631	15438	0	9578	3863	390	4109	0	7108	5353	2673	362658	64863	384
MAG01832_bin.173	0	0	39	0	43	24828	12251	284	0	1876	0	0	0	187	0	0	1713	0	0	0	0	150	0	0	7293	0	0	0	74044	0	0	0	244700	4
MAG01832_bin.174	0	31819	0	0	2342	0	76361	0	211	0	9691	0	0	0	61	0	54	190	0	0	4430	0	0	715	0	74	36901	0	1133	0	1885	10962	0	4454
MAG01832_bin.175	0	52375	0	40000	0	0	37294	0	2608	54448	16996	0	167	0	0	0	0	0	0	7729	3393	0	0	0	92	0	62753	0	0	3081	98	12075	0	123
MAG01832_bin.176	0	52007	97	23071	0	2325	15668	0	4705	3019	27858	0	28691	0	12898	0	0	204	0	16593	17073	11745	0	5440	2122	3747	0	0	37857	9764	25925	32899	11705	46
MAG01832_bin.177	0	2072	0	682	0	439	0	0	146	1864	585	2203467	1106	0	198	0	0	409	0	391	0	167	0	0	80	197	0	1004	1424	593	0	1034	0	635
MAG01832_bin.178	23470	16250	4229	8801	9878	3789	8804	3443	0	4083	7120	0	13097	4773	28559	0	0	4109	0	2430	4903	5724	4851	2100	6513	3932	5764	5818	7756	8298	6839	20186	6584	11957
MAG01832_bin.179	0	0	0	0	0	51536	283041	0	0	0	0	0	0	0	0	0	13351	0	0	0	0	0	0	0	59782	0	0	0	0	0	0	0	0	20
MAG01832_bin.17	0	2261	0	45	16039	9641	6433	0	54	22915	5063	0	0	0	0	0	909	0	88	11488	0	0	0	0	783	0	7408	0	7625	483	0	55521	0	16039
MAG01832_bin.180	0	0	69	0	96	39814	233374	0	0	0	32	0	0	21	92	0	916	0	0	0	0	0	31	0	0	0	0	0	25360	0	0	0	0	71
MAG01832_bin.181	0	0	23	0	0	0	317391	0	0	0	0	0	0	0	0	0	76352	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	72	26
MAG01832_bin.183	890	4862	0	13867	217341	4133	0	1076	82275	0	0	0	391	4872	1152	0	3100	0	1504	390	3064	1025	0	495	718656	0	15376	0	0	1384	6851	355777	0	270
MAG01832_bin.185	0	873	0	128818	3081	158279	213862	0	1507	33745	0	0	583	0	372	0	114443	189	0	21376	0	38182	942	41109	50528	0	398	0	249932	2737	272409	192316	273374	461
MAG01832_bin.188	0	961727	0	0	307162	65901	1390	1901	0	1311	0	788	0	934	0	104	0	779	0	0	0	381	0	95	73873	0	513	0	1874	264131	0	117213	0	424
MAG01832_bin.18	2868	0	2788	1354	0	1532	4734	1470	32410	0	60447	0	183812	1523	4213	17251	902	0	0	14895	2290	0	1874	17769	190	2763	54017	3877	1134	0	0	18831	0	2149
MAG01832_bin.192	1531	59177	883	137345	18453	28957	80978	0	25424	8941	85237	97	92266	1471	0	626	16606	938	1750	84220	20061	10331	2121	62250	20453	0	79526	1301	119474	6124	61903	164580	22200	1103
MAG01832_bin.196	0	45995	0	1988	5426	1114	90563	0	0	1095	49937	0	16699	0	448	0	1548	0	0	88318	10132	0	0	41491	2181	0	37248	191	0	4166	16717	57539	54147	6449
MAG01832_bin.19	0	10507	0	16160	1384	3353	16268	0	9556	0	31222	0	0	46	0	0	7914	0	0	21972	2534	8454	0	889	0	0	0	0	92	1782	0	8935	13530	74
MAG01832_bin.1	0	39272	0	14035	12559	8682	29090	0	35	7981	11313	0	12456	0	0	0	2284	0	0	6706	2991	0	18	8297	498	0	198	93	21249	0	14787	3891	7604	19577
MAG01832_bin.202	9260	31171	3351	31538	13162	33410	68103	0	0	906	18469	0	91882	1554	0	0	11517	1422	0	32052	13157	13615	0	42127	0	0	14837	14845	2026	13333	6370	19171	20582	2665
MAG01832_bin.203	4783	54739	11892	4683	0	3681	16644	10556	917	3014	49684	0	9269	1788	2007	882	0	5634	0	46043	16255	0	1327	5705	1898	3054	9641	5660	2360	7772	4151	11320	9562	1592
MAG01832_bin.204	20234	77244	8272	82358	14486	69908	354018	4427	24653	25838	21148	0	91605	8755	15731	0	13981	2754	1019	233043	42677	14748	7733	59681	6617	0	113925	8296	67253	13853	30414	144472	40765	114001
MAG01832_bin.206	34031	370906	31119	71206	11517	55160	328802	9447	49626	33786	131087	0	100398	14631	44716	26043	3614	18160	5526	216675	246844	19485	57049	92214	162708	126195	217090	127895	44308	52456	42830	34569	24186	291248
MAG01832_bin.208	39209	5959	74766	36145	42362	32172	37584	4241	25881	26562	12742	0	495	14512	30957	0	15681	1612	1717	21093	98981	45447	11119	22879	288432	45610	17963	0	25898	62673	15909	25241	236188	38587
MAG01832_bin.209	2633	90295	3946	59307	15845	30261	32687	7104	0	12682	20645	0	45649	0	8528	396	14231	10660	0	8061	20527	43879	3103	32068	68949	4114	24181	10052	29405	10797	39607	53779	74786	4845
MAG01832_bin.20	1062	17533	0	0	1197	480	48519	0	3970	283	87947	0	489	0	691	0	793	0	0	104104	15701	1846	0	20574	1422	0	923	198	6726	687	8555	0	8212	2117
MAG01832_bin.210	41786	46814	23250	42888	14150	26253	13304	12280	3491	8710	9848	0	25054	24002	36744	3642	4962	18842	1208	12004	15564	23730	11091	24287	13981	12173	22428	13999	15232	15414	0	22343	33799	18488
MAG01832_bin.211	0	130351	12278	197	45080	0	39021	82901	0	51417	4570	7030	0	91	0	118	0	17830	0	3706	45374	0	0	2402	0	273	35012	11550	23018	3642	12679	5931	10398	3184
MAG01832_bin.214	10419	8577	0	0	11682	17477	4241	0	5452	14948	6333	0	0	12269	10936	0	5230	13666	0	4681	0	44724	0	754	0	2605	0	3074	0	0	16544	487	0	118032
MAG01832_bin.215	0	1627	580	0	889	931	0	1076	0	1112	0	2030084	0	0	284	0	388	0	0	294	0	324	0	102	91	0	795	949	0	773	0	623	0	405
MAG01832_bin.216	0	0	0	4217	1073	1180	1184	0	0	571	0	2591298	0	0	945	0	522	1023	0	0	248	0	613	0	264	0	812	3768	0	429	0	1527	0	1643
MAG01832_bin.217	0	944	0	0	208	0	312	0	104	0	390	2174229	0	531	0	193	0	264	0	0	149	0	360	0	0	0	0	419	0	427	0	576	0	626
MAG01832_bin.218	0	16	0	0	24452	0	0	2	0	3450	0	0	0	0	14479	0	0	0	0	0	0	0	0	9348	0	0	893	0	0	0	0	46897	0	0
MAG01832_bin.219	2679	17180	199	6173	1929	0	20126	0	4619	28386	12500	0	0	6490	0	0	1551	0	0	16613	0	1063	0	6918	1754	13793	0	0	7089	5215	7919	8354	12551	8779
MAG01832_bin.21	965	0	0	34	0	0	0	0	0	220	0	0	96	0	85	0	0	228	0	0	215082	0	408	0	53062	0	0	57	4921	0	88	0	14	11
MAG01832_bin.222	22449	9607	5645	0	2402	2072	5080	6091	888	0	0	0	0	2956	592	0	0	982	0	1063	2752	1513	1552	0	0	497	8076	4977	0	1891	2953	7753	16756	4200
MAG01832_bin.223	36895	112224	36523	26465	11167	37424	54520	52822	148614	4665	77902	0	901	21528	60536	0	3507	46410	0	98360	43034	87317	32717	8836	285	90546	421927	85453	181	12124	58510	75950	136885	64307
MAG01832_bin.224	1624	3947	0	4425	2351	2642	5293	3404	0	2099	1877	14883362	2834	6403	3850	11695	3695	8915	0	0	0	2683	0	916	0	2517	1788	1951	0	2892	2407	0	2326	2938
MAG01832_bin.226	0	52663	0	278	0	0	13016	0	117	0	30010	390	53381	0	2019	0	0	186	0	0	1601	0	0	6952	0	0	13951	0	2930	1689	1730	11395	12944	198
MAG01832_bin.229	0	36987	2524	1838	41846	9926	21551	0	0	1070	3183	0	1384	4774	1732	199	24128	1225	0	14057	10128	2985	4063	17298	912	0	9319	1463	42602	15889	0	25671	54435	935
MAG01832_bin.231	10892	12983	5603	5773	4936	0	2905	3313	0	8512	2103	0	39460	0	1513	0	1328	2708	0	1494	0	0	2769	694	8338	0	49960	8612	2516	4060	10601	3866	10095	476
MAG01832_bin.23	0	81	0	0	1203	0	19600	914	0	35254	0	44	108131	0	1261	1805	0	0	0	0	0	1707	3024	0	1272	0	0	21748	26356	0	5225	19399	0	165
MAG01832_bin.25	2758	3480	0	3790	75058	0	161776	4620	0	3013	21790	0	70294	1677	1697	0	1280	2738	0	9136	1820	2702	914	28245	0	1350	1373	3417	46081	9464	2380	77933	3416	2839
MAG01832_bin.27	0	127974	7152	121085	176814	81965	376361	0	118612	20236	0	0	2208	2521	388	0	55204	11871	1482	142592	0	187615	16482	66231	123125	0	15894	0	169556	91920	522020	370754	226216	578
MAG01832_bin.28	0	0	3628	17791	0	0	0	4417	13152	0	8974	0	12248	4910	2646	0	26	0	0	0	0	0	0	3471	0	840	2106	2812	0	0	0	6201	0	10266
MAG01832_bin.2	0	10457	0	18799	0	11571	27253	0	67097	0	79687	0	689	0	257	184	9429	281	0	0	0	589	0	211	0	552	0	283	1264	486	0	248	0	143
MAG01832_bin.36	1107	0	1109	0	1993	0	317	0	49956	0	3512	0	0	507	0	0	0	425	0	74084	0	578	0	20348	0	215	87809	0	42490	0	515	390314	107216	292
MAG01832_bin.37	0	31456	0	325	4899	0	62920	0	521	15476	4903	893	298559	0	513	0	0	671	0	1943	4668	0	461	0	221	0	283	788	794	292	3680	1858	0	672
MAG01832_bin.39	12699	14360	19427	12294	4591	0	4513	38745	0	6291	10328	0	167415	13051	7293	1524	7008	19397	0	1212	0	8363	3522	5451	11642	4679	0	39900	44989	0	15884	20599	0	35484
MAG01832_bin.46	3784	37422	0	660	5633	0	28030	382	289	2703	3016	1940	17378	0	240	198	0	279	0	10709	1935	0	0	10372	1390	187	9087	290	30242	4324	5464	7721	0	174355
MAG01832_bin.47	5843	184766	3806	216451	60071	18348	5473	1621	60123	940	165865	0	2432	2341	3200	297	10490	5192	885	17019	4317	153627	0	2101	39319	0	37962	0	91339	61072	166239	36374	258991	4923
MAG01832_bin.49	1521	73035	2340	131077	26347	2222	27473	2837	10501	1614	1817	0	122721	1490	0	0	889	0	0	0	1574	2031	900	7960	7728	0	12042	0	47410	1612	10813	15752	22900	181406
MAG01832_bin.54	0	27521	0	815	1418	3613	19515	1043	0	3019	0	0	52	0	308	0	2016	0	0	14858	4880	0	410	0	41597	0	17168	1291	11516	1042	9262	0	14401	20
MAG01832_bin.55	0	38325	0	443	496	0	58376	987	0	0	0	1791	1362	0	187	0	291	0	0	8151	1213	0	267	0	159	0	111328	0	1393	1132	0	717	495	334
MAG01832_bin.57	12402	5677	1229	14057	3562	0	5065	2120	0	1153	9808	0	0	4818	3322	0	0	1055	1028	8333	5112	36439	0	0	36970	0	4826	4170	2410	18069	6900	41898	11451	10112
MAG01832_bin.59	296484	196028	26284	131447	0	22186	17316	109777	30584	3921	17503	0	8547	69430	8802	0	77560	0	97	5284	242911	1354	5323	1710	14649	23568	86641	7633	1101	0	105627	86640	177475	4851
MAG01832_bin.60	1936	7017	2726	335164	795	10348	24455	39823	4314	0	515398	0	6042	1115	172669	0	17497	0	0	10990	9676	1688	4282	2920	1897	202967	85569	0	717	44028	3992	1706	303276	9223
MAG01832_bin.61	0	74661	1650	14869	0	8050	15359	2681	327395	0	41126	0	20370	0	0	548	44132	2128	0	36656	7371	4775	0	776	16209	0	11970	0	3404	5948	3104	81249	91326	6906
MAG01832_bin.62	0	33	0	0	66	0	60	0	2701	0	53612	0	0	0	0	0	0	0	0	104214	0	10	2210	0	0	0	99	0	0	4732	4025	191747	0	12
MAG01832_bin.63	0	549	0	342	6415	0	83310	0	3689	794	8607	0	5319	0	278	0	248	0	0	1763	0	219	0	1105	0	0	0	761	5125	8788	13625	0	350	6086
MAG01832_bin.67	0	13927	0	0	0	0	26889	3929	3254	0	95334	0	15536	0	193	0	0	121	0	5351	0	32	0	0	0	0	86368	0	81078	2738	5414	28760	2695	81840
MAG01832_bin.68	0	15332	0	972	8460	486	76494	288	50911	0	354	7971	27898	0	206	0	810	299	0	26759	0	181	0	302	0	209	40734	0	17818	27741	0	95571	26850	971
MAG01832_bin.70	39627	6384	0	24381	3172	19040	27143	0	33804	4007	69901	0	22908	1582	3226	6779	8864	3728	98	48367	43148	0	1089	18745	10611	0	5986	0	16810	7371	4682	13276	12964	1119
MAG01832_bin.72	3701	10028	13347	704453	2880	77923	10206	19576	0	259109	5294	0	1841	2600	2170	0	10351	4302	0	3223	51282	2232	2020	0	1329073	1735	1975	3825	0	129640	14270	7986	611328	1716
MAG01832_bin.73	0	86350	2702	0	30149	1941	152436	8686	11331	20244	26427	4123	248979	1110	492	286	5834	3662	0	54349	4878	9427	0	5925	4606	5301	214100	8998	47717	21857	33916	101457	21469	200387
MAG01832_bin.74	1612	17997	0	38109	5996	27720	8052	6031	25938	3971	881	0	17736	8486	0	90	0	9319	0	24305	0	17990	20395	19342	18752	0	0	1814	33595	24327	14695	15739	12685	52004
MAG01832_bin.78	183	20963	1294	0	1564	3111	41310	0	14477	8969	3532	0	13725	0	117	0	0	0	2122	2829	0	0	0	4611	494	0	1571	0	22307	1703	1682	70389	24794	1928
MAG01832_bin.79	1011	5904	0	14705	6791	8261	5217	0	14582	2954	17743	0	8258	944	11695	0	15892	0	128	2105	47728	4029	2600	4016	3141	0	0	0	0	2228	7482	13569	17656	45
MAG01832_bin.7	0	40616	0	0	1212	0	68755	0	780	29293	3308	0	45278	0	159	0	0	0	247	7374	0	137	0	0	0	0	11484	47132	13020	25203	8765	4217	3282	17512
MAG01832_bin.80	38393	130177	2354	65503	21891	77982	65640	6796	26484	38890	39511	0	36604	8473	14767	0	87305	5742	3004	31256	36607	15720	4750	18085	15653	7080	46848	24545	39379	29480	51186	87397	7688	165201
MAG01832_bin.82	1310	27900	4867	50213	11481	29960	0	15200	1901	0	13980	0	37315	0	77	0	4729	597	0	7283	0	18540	0	14048	41399	0	0	14992	3360	9030	20425	63380	0	32874
MAG01832_bin.83	7761	88951	0	12235	16746	32183	21541	8409	23132	9575	11694	391	71678	8596	10429	0	4847	9068	0	64414	18057	11198	8619	8241	3630	37515	691	4423	31870	8783	18014	109940	15398	71246
MAG01832_bin.84	0	100588	0	0	4078	9278	19412	0	22200	0	78862	0	196	1153	0	429	5980	0	0	5070	0	21604	959	5654	18884	0	0	0	2002	1883	0	2637	10230	488
MAG01832_bin.87	1600	2484	0	4649	1868	6938	23351	4730	23844	1342	31678	0	9390	386	0	33	4733	96	181	13802	4659	3838	0	13584	0	3522	10176	0	3552	0	7820	2090	0	16402
MAG01832_bin.90	0	185758	0	3694	492	1225	252888	1104	13072	0	44711	0	899	0	424	0	497	484	0	159978	2978	0	266	25433	381	0	66750	0	612	0	431	48376	26798	708
MAG01832_bin.91	12128	56378	0	10447	6374	5630	12039	0	22396	1527	30104	583	10473	789	15082	0	1912	0	0	39892	0	11200	2270	13498	37297	0	23893	0	2481	6570	17964	68406	9415	87490
MAG01832_bin.92	0	24737	0	0	10834	0	1173	0	130	24687	0	0	8872	0	0	0	0	0	0	0	648	0	0	0	0	0	1427	0	3618	0	49422	0	0	236153
MAG01832_bin.94	10918	890235	996	170743	5429	89627	1808	9005	17367	593	58675	0	7972	0	13824	0	2203	120902	0	0	2032	6903	3022	0	0	1996	8791	8851	0	76585	0	3698	94624	3582
MAG01832_bin.95	1000	0	0	0	152861	0	171475	190	0	55755	1677	0	94066	94	0	148	0	135	0	4768	0	94	0	237	786	0	934	0	76531	0	6689	4610	23880	273
MAG01832_bin.97	0	155903	0	129	18824	0	118111	0	2721	45221	6928	0	1889	0	54	0	68	0	438	19121	29129	93	0	1105	0	102	57376	481	23848	6181	19417	29123	16447	142
MAG01832_bin.99	0	121	0	2834	2440	60513	173614	155555	0	0	244	0	0	28998	0	0	2895	0	0	24056	0	0	709	0	291	2714	0	0	1460	1652	1033	10016	189	117
MAG01845_bin.101	0	17577	1319	2971	6860	943	21343	3533	3413	27944	22069	1797	58503	483	0	0	0	2308	0	16290	3510	0	659	3908	0	0	29200	4564	60366	20276	20314	19039	0	7671
MAG01845_bin.102	0	0	0	10770	0	17409	0	25	0	7892	0	0	27	0	0	0	33038	0	0	0	0	2808	0	0	9	0	18	0	0	0	0	0	0	18
MAG01845_bin.104	480	910	0	524	160191	88411	0	1319	0	127477	0	17517	2126	0	0	0	1053	1001	1706	185	0	68124	1044	0	1540	0	320	1142	1938	9929	0	2529	0	462
MAG01845_bin.105	0	2563	0	9975	12760	26334	2021	1412	6284	2227	0	0	2846	1022	6879	0	54796	184	0	0	15986	13359	2418	1406	2061	0	1215	0	1960	0	5941	0	6357	10
MAG01845_bin.108	0	6736	0	33071	591	35015	29062	387	59295	0	25833	0	7714	0	1105	0	0	0	395	79530	3834	2964	0	9142	0	4300	9543	0	0	997	0	24491	9589	3479
MAG01845_bin.110	0	0	254	0	73466	2504	0	2531	0	0	0	0	0	0	0	0	0	34156	0	0	24	0	0	0	22614	0	2273	0	89632	12565	36354	5084	1581	0
MAG01845_bin.111	0	32056	0	51665	1604	0	8774	0	0	7630	15863	0	189	0	476	0	0	226	0	10583	46506	0	99	29158	16658	0	43177	293	18486	0	67491	2341	95	634
MAG01845_bin.113	0	63960	0	81979	46977	88818	0	204	7251	14504	2411	0	0	10136	59053	0	71599	0	0	1857	0	59013	20682	0	8807	0	61197	1125	0	9565	14023	0	0	198
MAG01845_bin.115	156214	68052	17544	63667	8120	15599	14817	312404	16682	1518	10841	0	3091	37225	8724	0	37690	3506	0	0	81658	0	6493	0	4211	15658	39653	8083	946	0	373976	33581	68937	3211
MAG01845_bin.116	30776	18837	19195	32212	12880	101526	0	3503	7966	11593	19612	0	6308	44698	18727	480	39085	2816	0	7441	10392	31091	3172	3483	4305	0	3669	1304	4017	4704	29347	13315	2906	389
MAG01845_bin.117	0	5872	0	50485	17760	81052	2998	12146	2788	0	3688	0	1340	896	0	162	57802	0	487	1768	0	43238	0	1723	15868	9075	0	2028	8279	0	1411	4752	381	2121
MAG01845_bin.118	0	22966	0	255	74393	0	3041	896	0	1671	0	602	22581	0	420	0	192	0	0	0	413	0	0	0	0	0	796	0	36815	491	0	0	0	535
MAG01845_bin.119	0	6972	0	13	0	7690	16605	0	588	5820	0	0	2332	0	0	0	102156	0	0	0	42454	62081	0	49868	30283	0	35481	0	1103	0	5631	32103	17272	18
MAG01845_bin.11	0	290	0	0	0	43491	1291	4601	0	0	194	0	0	250	0	28	893	196	0	0	241	3542	0	95	0	388	0	119	16668	0	83	0	211	22
MAG01845_bin.121	25198	10222	1668	76351	0	5423	905	2506	1740	0	0	0	927	5755	0	0	29031	0	0	0	16043	4895	5091	0	148	1816	6204	0	0	0	919	4314	17833	624
MAG01845_bin.125	21003	1229	10844	3629	1683	28622	490	12441	9206	198	1105	0	5611	7841	25772	0	111763	0	120	0	115	122884	5171	0	86970	1762	2914	280	0	5430	4500	0	0	11322
MAG01845_bin.126	12010	0	0	7020	1504	4580	2040	0	1767	1014	0	0	922	0	202	0	19749	0	0	0	0	32330	0	147	4463	0	142	0	0	0	1453	0	100	4179
MAG01845_bin.129	1977	1827	1987	5668	207765	8812	0	3833	1227	0	1034	0	1992	2492	5141	0	2000	5004	0	683	1472	4182	1645	1130	3911	1846	1300	7534	1403	12462	1688	8313	0	3438
MAG01845_bin.131	0	29019	0	146	0	4746	0	0	0	0	0	0	2083	0	14537	0	25692	0	0	2042	98	2482	2061	0	94	91	0	293	27248	0	30	4641	0	77
MAG01845_bin.136	0	2846	0	0	22107	0	0	0	0	59978	1728	0	13005	0	0	0	0	0	0	0	269	0	6	0	997	0	0	0	4652	1102	5760	10788	0	13520
MAG01845_bin.139	2513	0	0	3941	0	67086	0	2591	15860	0	99	0	0	0	0	0	58343	0	0	0	27	62317	1972	0	3890	1002	0	4116	0	0	0	88	0	56
MAG01845_bin.140	392	1284	0	0	15017	38567	0	229	0	405	0	0	279	0	0	0	23463	0	0	1005	291	26860	0	0	14729	0	2972	188	0	1018	9147	0	753	2030
MAG01845_bin.141	1053	685	0	1519	135313	0	0	739	0	8727	0	0	0	879	1394	0	33486	0	0	0	280	0	0	171	0	427	0	807	0	896	0	520	0	474
MAG01845_bin.143	0	695	0	264	1517	97623	0	0	0	784	0	0	145885	0	83	0	2411	0	3270	135639	0	297	0	282609	103992	0	147	0	282630	0	545	560863	0	341
MAG01845_bin.144	0	156	0	178	0	115260	0	176	0	0	0	36	0	98	0	30	0	115	0	0	43	31606	0	169	0	0	0	0	178	0	126054	0	47	110
MAG01845_bin.147	33054	42902	6226	191669	32778	18900	43785	7434	130146	12501	98244	0	75707	10275	45685	0	20391	8101	0	23976	15306	23598	6410	15150	33767	4888	43082	24335	21265	8081	45372	92287	43632	44374
MAG01845_bin.149	0	682	0	263	396	276513	0	798	0	1473	0	6202	1113	0	403	0	201867	0	0	54	0	1383	919	0	91	989	0	630	398	0	145	0	6025	146
MAG01845_bin.14	1173	52109	0	6534	308702	110705	35565	934	11085	31008	11865	1043	24405	1116	1755	16120	17379	1490	0	50366	5646	42638	588	22648	5208	25241	21715	0	5045	70063	48164	81368	24559	2855
MAG01845_bin.150	2980	2935	0	91566	51033	70868	0	28389	0	10745	1443	0	1331	3630	0	1088	44304	0	0	1161	0	306326	10927	699	1000	1480	950	0	2651	59176	59748	2419	0	1986
MAG01845_bin.151	0	459	0	67804	229316	47670	190150	0	39984	64944	0	0	0	0	23	0	5853	0	0	62446	474057	12227	0	200000	12866	0	12230	0	187711	108305	132909	169972	414657	2
MAG01845_bin.152	8334	16936	8207	19646	35296	26291	10511	6218	4134	17339	16732	0	302	7072	4787	0	11437	7820	195	4669	13680	18190	0	1099	0	2350	791	12441	60572	36523	38704	20064	16082	39083
MAG01845_bin.153	12869	1009	0	92900	130308	205025	1010	34830	0	12791	0	1645	1174	8293	1261	0	37184	0	0	629	96	29174	0	0	183	0	0	13030	0	81636	53802	0	422	8298
MAG01845_bin.158	289	1912	0	331	3730	0	1039	0	0	461942	0	1573	0	0	399	97	0	428	0	0	106	280	0	0	0	976	0	639	687	191415	0	5454	0	213
MAG01845_bin.160	0	971	1263	483	10032	163623	0	10543	0	251	0	0	79	3866	2945	0	90005	1330	0	0	182	24942	3951	0	0	2423	0	14108	0	43777	0	0	0	58
MAG01845_bin.163	0	88210	48437	72033	62919	490553	53317	21623	13283	12272	28502	0	38724	54769	22733	386	59862	44526	906	59181	11333	82020	24577	1043	25233	12107	0	43550	33530	197680	73118	50906	33179	221846
MAG01845_bin.164	0	21732	12408	9097	22207	7819	61558	4423	1626	5531	0	0	30787	3682	5690	0	2583	11876	0	15128	7318	1063	9534	591	6708	9909	17714	14799	80283	0	38957	21892	1987	48531
MAG01845_bin.169	0	322	791	1806	2408	742239	0	257	496	1230	0	0	0	871	1023	0	744257	481	0	0	917	2973	1153	893	8327	1106	292	0	585	2706	1208	2518	0	252
MAG01845_bin.170	0	804	1018	0	0	1110117	0	207	0	533	0	0	0	0	1044	0	7070	0	0	0	471	1061	0	177	3691	1134	0	0	0	795	0	897	0	86
MAG01845_bin.173	0	290	0	0	426	14991	0	134	0	0	91	0	411	0	199	280	295504	0	0	0	38	0	193	0	0	0	0	597	0	16175	0	0	0	54
MAG01845_bin.175	42495	32224	26475	26258	36781	29796	31415	5415	8298	9352	25636	0	25127	5929	13038	0	19298	6998	0	6684	29581	54563	16632	15518	62447	59137	12102	0	14899	42623	22861	39823	33739	31703
MAG01845_bin.178	1174	0	1122	0	0	403	380	1725	0	22985	0	0	0	56171	0	0	74172	1014	0	0	0	892806	10426	0	10	20167	0	0	114	0	409	0	0	261
MAG01845_bin.182	13619	2648	987	35263	0	29529	4945	687	6493	1656	12239	0	4740	1013	1433	3975	12614	2163	0	8008	9176	7921	0	3757	0	0	0	2760	0	11227	5053	3590	2897	939
MAG01845_bin.183	4796	13283	4034	19012	8096	36161	6914	3747	6393	3876	0	0	0	7607	14200	2317	19755	9579	0	9679	0	85463	3979	2013	12548	5070	3769	0	6807	11507	0	4615	1817	2859
MAG01845_bin.188	26951	188	0	60	0	0	179	9100	0	91	0	0	0	308	199	0	44626	0	0	189	495	95	0	0	7855	0	0	0	68	0	0	0	8639	0
MAG01845_bin.189	36732	38349	14388	195011	13707	141425	98184	6490	11657	21466	10797	686	42286	14062	26066	0	22286	0	1838	84004	28217	23648	9250	26839	5014	9101	49323	14292	87574	24887	9466	75729	13979	52381
MAG01845_bin.18	30058	301202	29298	89451	17016	65161	300648	9428	47720	39556	118839	0	62620	12001	41333	23576	2209	16643	9573	184654	235807	21571	56164	71201	397919	115156	214745	139999	44098	66409	52781	34910	21847	179888
MAG01845_bin.191	398	0	128	0	5811	52277	3184	0	2364	0	789	0	480	0	917	0	47208	0	3621	3350	396	77410	584	0	0	2592	0	138	0	23227	10789	3284	0	656
MAG01845_bin.197	0	24816	0	14230	2001	10291	14654	2341	29818	1008	25974	0	3416	6118	1511	0	26551	4314	288	43052	4843	189777	1092	5381	5804	2015	7394	0	0	2330	9485	22542	3841	19463
MAG01845_bin.198	29657	3131	790	66067	3657	45115	0	1592	4162	943	16674	0	0	5032	3583	9842	36070	5603	583	0	2756	111618	9723	0	12293	973	6201	927	0	18919	15222	8660	2865	8889
MAG01845_bin.199	184	9715	0	43108	6962	22144	9333	1023	8478	7342	9516	0	0	3934	14046	0	28901	0	0	5082	11410	30013	0	6997	40978	0	7745	2191	12188	13234	32251	11928	12757	66138
MAG01845_bin.19	2223	11143	0	1118	2300	10458	9791	0	0	3697	1998	94	0	347	1426	0	17721	585	0	0	30105	3490	194	5121	0	108	6812	953	18331	10133	17095	0	7705	479
